Permission,Original Description,Synthesized Descritpion 1,Semantic Rating,Syntax rating,Length rating,Synthesized Descritpion 2,Semantic Rating,Syntax rating,Length rating
MICROPHONE,Auto Recorder; starts and stops the record function when sound of a sufficient level is picked up by the microphone.,this app will use microphone permission to record your voice,5,5,3,the app uses microphone to record,4,5,4
MICROPHONE,It covert your voice at high volume like a loud speaker mic.?? You can use it for voice chatting; recording; and recognition.,you can use microphone to record your voice,4,5,3,you can use the microphone and microphone to start record,3,3,3
MICROPHONE,Tap the MICROPHONE and your voice is RECORDED.,the app uses microphone permission you can use to record your voice,5,4,4,external microphone and microphone support,3,2,4
MICROPHONE,Access to your device microphone,this app uses microphone of your device,5,5,5,the app uses microphone to record,3,4,4
MICROPHONE,The App will use your microphone signal for all demonstrations. Please grant the App access to the microphone when prompted; and enjoy! ,the app you can use your microphone,4,5,3,the application uses microphone permission,4,5,3
MICROPHONE,The microphone permission is used so that you can request schedule information by speaking a request.,you can use microphone to record your voice,4,5,3,microphone access,3,5,3
MICROPHONE,Audio Recorder is mostly known as professional; easy voice and call recorder for Android devices. Use it for record voice memos; talks; music and songs in high quality.,the app access microphone of your device microphone to you can use to record your voice,4,3,3,the app uses microphone to record,4,5,3
MICROPHONE,Record high quality audio from the microphone simultaneously with the phone screen.,you can use microphone use to record your voice,3,3,4,you can record voice,4,5,3
MICROPHONE,this app takes control of your microphone.,this app use microphone permission to record audio,4,5,5,the app uses microphone to record,5,5,5
MICROPHONE,Record unlimited; high quality audio with Voice Memos using the built-in microphone; your headset; or an external mic.,this app uses microphone permission to record your voice,4,5,3,record voice,4,5,3
MICROPHONE,RecordIt is a sound/voice/microphone recorder that lets you record in both 3gpp and wav format; so you can choose your preferred quality.,use your microphone to record your voice,4,5,4,the application uses microphone permission,3,5,3
MICROPHONE,Select mp3/music from your mobile or recordings,this app uses your microphone,3,5,4,record audio with the microphone,3,5,4
MICROPHONE,You can even record live audio and this MP3 editor can edit and trim the best parts from it,the app use microphone to record live audio sound,4,5,4,support microphone,3,4,3
MICROPHONE,You can even record live audio and this MP3 editor can edit and trim the best parts from it,this app will use your microphone,3,5,3,record audio with the microphone,4,4,3
MICROPHONE,Make your note/diary awesome with images/videos/audios,you can record your voice with device microphone,4,5,5,you can use the microphone to microphone to record your own voice,3,5,3
MICROPHONE,Make your note/diary awesome with images/videos/audios,the app use microphone permission to to you can use to record your voice,3,2,3,you can record record start record using microphone and microphone,2,3,3
MICROPHONE,It is a smart sound recorder,this app use microphone permission to record sound,5,5,4,the app microphone permission,4,2,4
MICROPHONE,You can use the microphone to test the words in the image,the app uses microphone to record audio,2,5,4,record audio with the device microphone,4,5,5
MICROPHONE,Can record video and take pictures in the background; even turn off screen ,this app will use camera and microphone permission,3,5,4,the app use microphone permission to record,3,5,3
MICROPHONE,This application needs to access the microphone to get the pitch you are playing or singing,record your practice using device microphone,5,4,3,the application uses microphone of your microphone,3,2,3
MICROPHONE,Record your voice using the built-in microphone,app use microphone you can use to record your voice,5,5,4,set set audio with device microphone and microphone,2,2,3
MICROPHONE,Record an audio/music for editing,record audio with microphone,4,5,5,you can record from the microphone,4,5,5
MICROPHONE,The sound meter app uses your microphone to measure noise volume in decibels(dB),the app use your microphone,3,5,3,the app use microphone permission,3,5,3
MICROPHONE,Change your voice in real-time after recording -- this voice processor makes your voice sound like a robot; an alien; a baby and many more ,record your voice using microphone of your microphone,3,2,3,record audio with the microphone,4,4,3
MICROPHONE,Change your voice in real-time after recording -- this voice processor makes your voice sound like a robot; an alien; a baby and many more ,app use microphone and to you can record your voice,3,4,4,microphone access,3,5,2
MICROPHONE,HD Video recording,you can use microphone to record,2,5,4,record audio with the device microphone,4,5,5
