Permission,Original Description,DecribeCtx-Ctx Descritpion,Semantic Rating,Syntax rating,Length rating,DecribeCtx Descritpion,Semantic Rating,Syntax rating,Length rating,Code2Vec Descritpion,Semantic Rating,Syntax rating,Length rating
MICROPHONE,Record some fun words or phrases,you can record from the microphone,3,4,5,record audio with microphone,3,4,4,you can record from the microphone,3,4,5
MICROPHONE,Easily raise your voice by singing or whistling while your draw; and watch the brush gets thicker or thinner; depends on how loud you are ,this app uses microphone permission to record,2,5,1,this app use microphone permission,2,4,1,this app uses microphone permission to record,2,5,1
MICROPHONE,Record directly from your Android device,the app uses microphone of your microphone,5,3,5,you can record your voice from the microphone,5,4,4,record with your microphone,5,5,4
MICROPHONE,This app plays the sound from the devices microphone through the headphones with a configureable delay,record audio with the device microphone,3,4,2,use microphone to record sound from your microphone,3,4,2,record audio with the device microphone,3,4,2
MICROPHONE,SoundCheck evaluates your phone's audio capabilities for playback and recording,the app use microphone permission to record,4,4,4,this app will use microphone permission to record your voice,4,5,5,the app use microphone permission to record,4,4,4
MICROPHONE,Display any sort of audio from the microphone as a coloured spectrogram,microphone access,3,2,3,the app can record audio sound using microphone,4,4,4,the app record to the microphone,4,3,4
MICROPHONE,So funny recorder you will not stop recording yourself,record audio from microphone,3,4,2,app you use your device microphone,2,3,4,record your voice to your microphone ,3,4,4
MICROPHONE,Change your voice in real-time after recording this voice processor makes your voice sound like a robot; an alien; a baby and many more ,this application use microphone,2,4,1,record your voice using microphone of your device,3,4,1,record your microphone to your microphone,2,3,1
MICROPHONE,record sound from microphone,record audio from microphone,4,4,5,this app uses microphone permission to record,4,5,3,record audio from microphone,4,4,5
MICROPHONE,Record videos or take photos; is up to you ,this app uses microphone permission to record,3,5,4,this app use camera and microphone permission,2,4,4,this app uses microphone permission to record,3,5,4
MICROPHONE,HD filters Camera is a fully-featured free Camera app; with Quick Snap and HD videos ,the application uses microphone of your microphone,2,3,2,app uses camera permission to use camera,3,4,2,record to your microphone,2,5,1
MICROPHONE,The most technically advanced call recorder,microphone access,2,4,1,access device microphone microphone,2,3,4,record with your microphone,3,4,4
MICROPHONE,Record your own sounds / voice and combine them into one big symphony with this looper / loop station,the app uses microphone permission,2,5,1,the app uses microphone permission to record your voice,3,5,2,the application uses your microphone,2,5,1
MICROPHONE,Both the microphone and the speakers can serve as audio input for the relevant patterns,the app uses microphone permission,3,4,3,record microphone support,3,3,3,record your microphone to your microphone,3,3,3
MICROPHONE,The application is suitable for practicing sounds in words and sentences,this app uses microphone permission to record,2,5,4,this app uses microphone,2,5,2,this app uses microphone permission to record,2,5,4
MICROPHONE,The program will record your voice and then you can compare your pronunciation with a native speaker,record audio with the microphone,3,5,4,you can use microphone to record your voice,3,5,4,you can record to the microphone and make a voice to the microphone,5,5,5
MICROPHONE,Voice Command Mode: take photo by voice command,you can can record using the device microphone,3,5,5,record your voice with microphone,3,5,4,you can can record using the device microphone,3,2,5
MICROPHONE,Instant voice record playback,this application uses audio from your microphone,3,5,3,app will use microphone permission to record audio data,3,5,4,the app uses microphone to record,3,5,4
MICROPHONE,The sound recorder provides extra-long recordable time; and you can suspend the recording at any time ,record audio with the microphone,3,4,1,this app use microphone of your device microphone,2,4,2,record audio with the microphone,3,4,1
MICROPHONE,Microphone : Speech recognition(start recording command),the application uses microphone of your microphone,3,3,4,the app uses microphone to record audio,4,4,4,the application uses microphone of your microphone,3,3,4
MICROPHONE,Make slideshows voiceover with shining and sparky effects and the possibility of adding mp3 background sound,this app use microphone to microphone to record your own voice,2,3,4,this app use microphone permission to record,2,4,2,you can record to your microphone,2,5,2
MICROPHONE,Record pronunciation and add to words as a tag,record audio with device microphone and microphone,4,3,4,record your voice with microphone,4,5,4,record audio with device microphone and microphone,4,3,4
MICROPHONE,receives short duration audio samples from the microphone on your device,microphone access,3,4,1,external microphone support,3,4,1,record your voice to your microphone ,3,4,4
MICROPHONE,The integrated communication experience of voice calling,record audio with device microphone and microphone,3,3,5,this app uses microphone permission,3,5,4,record your microphone to your microphone,2,3,5
MICROPHONE,"The possibility of recording the thoughts of ""observations"" of the verses",record audio with microphone,3,5,3,you can record audio using device microphone,3,5,4,the app record to the microphone,3,5,4
MICROPHONE,This is the amazing free Call Tooth Fairy Voicemail Game where you can play call Tooth Fairy; listen to her voice message then record & play back a voice message for her just like real!,record voice,3,3,3,record your voice with microphone from your phone,3,5,3,the application uses microphone of your microphone,3,3,3
MICROPHONE,Double click the power button and dial only by speaking the contact?'?s name,you can record using device microphone,2,4,2,the app uses microphone from your device,2,5,3,you can record using device microphone,2,4,2
